Model,Predition,%Error,,,
Omega 311.30.42.30.01.005,Next 90D,1.01534001,,,
Omega 311.30.42.30.01.005,Next 90D,0.553602842,,,
Omega 311.30.42.30.01.005,Next 90D,0.629999983,,,
Omega 311.30.42.30.01.005,Next 90D,1.00188378,,,
Omega 311.30.42.30.01.005,Next 90D,1.079010689,,,
Omega 311.30.42.30.01.005,Next 90D,1.143413471,,,
Omega 311.30.42.30.01.005,Next 90D,0.976598956,,,
Omega 311.30.42.30.01.005,Next 90D,0.977605364,,,
Omega 311.30.42.30.01.005,Next 90D,0.915609566,,,
Omega 311.30.42.30.01.005,Next 90D,0.897575691,,,
Omega 311.30.42.30.01.005,Next 90D,0.806958172,,,
Omega 311.30.42.30.01.005,Next 90D,0.840725107,,,
Omega 311.30.42.30.01.005,Next 90D,0.863477691,,,
Omega 311.30.42.30.01.005,Next 90D,1.082308938,,,
Omega 311.30.42.30.01.005,Next 90D,1.086854311,,,
Omega 311.30.42.30.01.005,Next 90D,1.032191458,,,
Omega 311.30.42.30.01.005,Next 90D,0.937561049,,,
Omega 311.30.42.30.01.005,Next 90D,0.721259044,,,
Omega 311.30.42.30.01.005,Next 90D,0.453599579,,,
Omega 311.30.42.30.01.005,Next 90D,0.478517845,,,
Omega 311.30.42.30.01.005,Next 90D,0.485167899,,,
Omega 311.30.42.30.01.005,Next 90D,0.558507766,,,
Omega 311.30.42.30.01.005,Next 90D,0.401314674,,,
Omega 311.30.42.30.01.005,Next 90D,0.297725649,,,
Omega 311.30.42.30.01.005,Next 90D,0.427156585,,,
Omega 311.30.42.30.01.005,Next 90D,0.236775474,,,
Omega 311.30.42.30.01.005,Next 90D,0.243834327,,,
Omega 311.30.42.30.01.005,Next 90D,0.382536881,,,
Omega 311.30.42.30.01.005,Next 90D,0.43833784,,,
Omega 311.30.42.30.01.005,Next 90D,0.160562575,,,
Omega 311.30.42.30.01.005,Next 90D,0.085035942,,,
Omega 311.30.42.30.01.005,Next 90D,0.233650023,,,
Omega 311.30.42.30.01.005,Next 90D,0.58163918,,,
Omega 3570.50,Next 30D,2.594606735,,,
Omega 3570.50,Next 30D,2.603747368,,,
Omega 3570.50,Next 30D,1.383084984,,,
Omega 3570.50,Next 30D,3.181971467,,,
Omega 3570.50,Next 30D,3.705710387,,,
Omega 3570.50,Next 30D,3.693710094,,,
Omega 3570.50,Next 30D,3.711672725,,,
Omega 3570.50,Next 30D,3.93622486,,,
Omega 3570.50,Next 30D,3.060951163,,,
Omega 3570.50,Next 30D,4.217936687,,,
Omega 3570.50,Next 30D,4.247934928,,,
Omega 3570.50,Next 30D,3.985819054,,,
Omega 3570.50,Next 30D,3.726330699,,,
Omega 3570.50,Next 30D,4.393745851,,,
Omega 3570.50,Next 30D,3.301175632,,,
Omega 3570.50,Next 30D,2.700079123,,,
Omega 3570.50,Next 30D,3.191159973,,,
Omega 3570.50,Next 30D,2.726449247,,,
Omega 3570.50,Next 30D,2.239263767,,,
Omega 3570.50,Next 30D,2.807558182,,,
Omega 3570.50,Next 30D,2.432912584,,,
Omega 3570.50,Next 30D,2.520100862,,,
Omega 3570.50,Next 30D,1.600030628,,,
Omega 3570.50,Next 30D,1.348791668,,,
Omega 3570.50,Next 30D,0.987652117,,,
Omega 3570.50,Next 30D,1.589182922,,,
Omega 3570.50,Next 30D,1.76055173,,,
Omega 3570.50,Next 30D,1.104007505,,,
Omega 3570.50,Next 30D,1.040097382,,,
Omega 3570.50,Next 30D,1.093298924,,,
Omega 3570.50,Next 30D,1.025913744,,,
Omega 3570.50,Next 30D,1.043056833,,,
Omega 3570.50,Next 30D,1.032920213,,,
Omega 3570.50,Next 30D,1.239205273,,,
Omega 3570.50,Next 30D,1.657914862,,,
Omega 3570.50,Next 30D,1.614535,,,
Omega 3570.50,Next 30D,0.177935035,,,
Omega 3570.50,Next 30D,0.214730958,,,
Omega 3570.50,Next 30D,0.134075672,,,
Omega 3570.50,Next 30D,0.180162186,,,
Omega 3570.50,Next 30D,0.408924729,,,
Omega 3570.50,Next 30D,0.15928619,,,
Omega 3570.50,Next 30D,0.676674088,,,
Omega 3570.50,Next 30D,0.748050204,,,
Omega 3570.50,Next 30D,1.154479615,,,
Omega 3570.50,Next 30D,1.539683709,,,
Omega 3570.50,Next 30D,0.392517081,,,
Omega 3570.50,Next 30D,0.295901742,,,
Omega 3570.50,Next 30D,0.635389358,,,
Omega 3570.50,Next 30D,0.118543809,,,
Omega 3570.50,Next 30D,0.635860481,,,
Omega 3570.50,Next 30D,0.898447151,,,
Omega 3570.50,Next 30D,0.398364593,,,
Omega 3570.50,Next 30D,0.351741888,,,
Omega 3570.50,Next 30D,0.044283614,,,
Omega 3570.50,Next 30D,0.079632072,,,
Omega 3570.50,Next 30D,0.987713419,,,
Omega 3570.50,Next 30D,1.445681627,,,
Omega 3570.50,Next 30D,2.270893966,,,
Omega 3570.50,Next 30D,1.99495604,,,
Omega 3570.50,Next 30D,1.746001844,,,
Omega 3570.50,Next 30D,1.681990774,,,
Omega 3570.50,Next 30D,1.927829994,,,
Omega 3570.50,Next 30D,1.403883611,,,
Omega 3570.50,Next 30D,0.812451086,,,
Omega 3570.50,Next 30D,0.646107758,,,
Omega 3570.50,Next 30D,1.016964941,,,
Omega 3570.50,Next 30D,0.977651031,,,
Omega 3570.50,Next 30D,0.124824326,,,
Omega 3570.50,Next 30D,0.862916074,,,
Omega 3570.50,Next 30D,0.348403384,,,
Omega 3570.50,Next 30D,0.362188081,,,
Omega 3570.50,Next 30D,0.519148344,,,
Omega 3570.50,Next 30D,0.837847012,,,
Omega 3570.50,Next 30D,1.200571919,,,
Omega 3570.50,Next 30D,1.115017115,,,
Omega 3570.50,Next 30D,1.015750372,,,
Omega 3570.50,Next 30D,1.150962084,,,
Omega 3570.50,Next 30D,1.371502637,,,
Omega 3570.50,Next 30D,1.404346097,,,
Omega 3570.50,Next 30D,0.546988709,,,
Omega 3570.50,Next 30D,0.824130815,,,
Omega 3570.50,Next 30D,0.468297397,,,
Omega 3570.50,Next 30D,0.001852065,,,
Omega 3570.50,Next 30D,0.833377731,,,
Omega 3570.50,Next 30D,0.590667875,,,
Omega 3570.50,Next 30D,0.088759896,,,
Omega 3570.50,Next 30D,0.251309043,,,
Omega 3570.50,Next 30D,0.151343998,,,
Omega 3570.50,Next 30D,0.151515497,,,
Omega 3570.50,Next 30D,0.391563584,,,
Omega 3570.50,Next 30D,2.370365287,,,
Omega 3570.50,Next 30D,1.594982172,,,
Omega 3570.50,Next 30D,1.934451023,,,
Omega 3570.50,Next 30D,1.563844531,,,
Omega 3570.50,Next 30D,0.951008781,,,
Omega 3570.50,Next 30D,0.382457064,,,
Omega 3570.50,Next 30D,0.357166038,,,
Omega 3570.50,Next 30D,0.279199971,,,
Omega 3570.50,Next 30D,1.128977436,,,
Omega 3570.50,Next 30D,0.548101723,,,
Omega 3570.50,Next 30D,1.785311689,,,
Omega 3570.50,Next 30D,2.869654839,,,
Omega 3570.50,Next 30D,2.55114791,,,
Omega 3570.50,Next 30D,2.960886582,,,
Omega 3570.50,Next 30D,2.905303815,,,
Omega 3570.50,Next 30D,2.718590239,,,
Omega 3570.50,Next 30D,2.773375249,,,
Omega 3570.50,Next 30D,2.812656988,,,
Omega 3570.50,Next 30D,2.852817545,,,
Omega 3570.50,Next 30D,2.239624098,,,
Omega 3570.50,Next 30D,1.743490182,,,
Omega 3570.50,Next 30D,1.807864589,,,
Omega 3570.50,Next 30D,1.845024236,,,
Omega 3570.50,Next 30D,1.906681083,,,
Omega 3570.50,Next 30D,1.87058197,,,
Omega 3570.50,Next 30D,1.699988199,,,
Omega 3570.50,Next 30D,0.913294903,,,
Omega 3570.50,Next 30D,0.644573036,,,
Omega 3570.50,Next 30D,0.420608586,,,
Omega 3570.50,Next 30D,0.409314112,,,
Omega 3570.50,Next 30D,1.007826388,,,
Omega 3570.50,Next 30D,0.892690445,,,
Omega 3570.50,Next 30D,0.134788222,,,
Omega 3570.50,Next 30D,0.552854741,,,
Omega 3570.50,Next 30D,0.556783275,,,
Omega 3570.50,Next 30D,0.228161269,,,
Omega 3570.50,Next 30D,0.564657557,,,
Omega 3570.50,Next 30D,0.296150931,,,
Omega 3570.50,Next 30D,0.112153715,,,
Omega 3570.50,Next 30D,0.150381023,,,
Omega 3570.50,Next 30D,0.156291263,,,
Omega 3570.50,Next 30D,0.164124311,,,
Omega 3570.50,Next 30D,0.150050449,,,
Omega 3570.50,Next 30D,0.148524593,,,
Omega 3570.50,Next 30D,0.756086521,,,
Omega 3570.50,Next 30D,1.465518454,,,
Omega 3570.50,Next 30D,1.599723285,,,
Omega 3570.50,Next 30D,1.714182855,,,
Omega 3570.50,Next 30D,1.803460316,,,
Omega 3570.50,Next 30D,2.45150475,,,
Omega 3570.50,Next 30D,2.944967662,,,
Omega 3570.50,Next 30D,3.677747425,,,
Omega 3570.50,Next 30D,4.362574209,,,
Omega 3570.50,Next 30D,4.571011597,,,
Omega 3570.50,Next 30D,4.863343833,,,
Omega 3570.50,Next 30D,5.302057439,,,
Omega 3570.50,Next 30D,5.502753713,,,
Omega 3570.50,Next 30D,5.44468731,,,
Omega 3570.50,Next 30D,5.22453662,,,
Omega 3570.50,Next 30D,4.955892907,,,
Omega 3570.50,Next 30D,5.12127151,,,
Omega 3570.50,Next 30D,4.566420289,,,
Omega 3570.50,Next 30D,4.757752178,,,
Omega 3570.50,Next 30D,4.740325915,,,
Omega 3570.50,Next 30D,5.439274396,,,
Omega 3570.50,Next 30D,5.585201369,,,
Omega 3570.50,Next 30D,4.771916356,,,
Omega 3570.50,Next 30D,5.087927124,,,
Omega 3570.50,Next 90D,1.787065753,,,
Omega 3570.50,Next 90D,1.79415226,,,
Omega 3570.50,Next 90D,2.110044198,,,
Omega 3570.50,Next 90D,1.616315715,,,
Omega 3570.50,Next 90D,1.017191056,,,
Omega 3570.50,Next 90D,0.799608439,,,
Omega 3570.50,Next 90D,1.09884954,,,
Omega 3570.50,Next 90D,0.975390224,,,
Omega 3570.50,Next 90D,0.040473699,,,
Omega 3570.50,Next 90D,0.7196358,,,
Omega 3570.50,Next 90D,0.139654994,,,
Omega 3570.50,Next 90D,0.582856962,,,
Omega 3570.50,Next 90D,0.697819885,,,
Omega 3570.50,Next 90D,0.960900178,,,
Omega 3570.50,Next 90D,1.270412299,,,
Omega 3570.50,Next 90D,1.15402779,,,
Omega 3570.50,Next 90D,1.013448345,,,
Omega 3570.50,Next 90D,1.081891448,,,
Omega 3570.50,Next 90D,1.204966676,,,
Omega 3570.50,Next 90D,1.120225944,,,
Omega 3570.50,Next 90D,0.145614201,,,
Omega 3570.50,Next 90D,0.302183496,,,
Omega 3570.50,Next 90D,0.15432802,,,
Omega 3570.50,Next 90D,0.704528394,,,
Omega 3570.50,Next 90D,0.111959943,,,
Omega 3570.50,Next 90D,0.167149648,,,
Omega 3570.50,Next 90D,0.728011937,,,
Omega 3570.50,Next 90D,0.607339124,,,
Omega 3570.50,Next 90D,0.76086493,,,
Omega 3570.50,Next 90D,0.784701178,,,
Omega 3570.50,Next 90D,0.621619399,,,
Omega 3570.50,Next 90D,1.279471776,,,
Omega 3570.50,Next 90D,0.362857364,,,
Omega 3570.50,Next 90D,0.566544353,,,
Omega 3570.50,Next 90D,0.114928562,,,
Omega 3570.50,Next 90D,0.532479759,,,
Omega 3570.50,Next 90D,1.075959405,,,
Omega 3570.50,Next 90D,1.046296807,,,
Omega 3570.50,Next 90D,1.067842691,,,
Omega 3570.50,Next 90D,2.476166169,,,
Omega 3570.50,Next 90D,1.872528343,,,
Omega 3570.50,Next 90D,3.153876128,,,
Omega 3570.50,Next 90D,4.274645131,,,
Omega 3570.50,Next 90D,3.918523598,,,
Omega 3570.50,Next 90D,4.2684407,,,
Omega 3570.50,Next 90D,4.153786156,,,
Omega 3570.50,Next 90D,3.910539122,,,
Omega 3570.50,Next 90D,3.92829386,,,
Omega 3570.50,Next 90D,3.952132797,,,
Omega 3570.50,Next 90D,3.963101893,,,
Omega 3570.50,Next 90D,3.25778934,,,
Omega 3570.50,Next 90D,2.679390109,,,
Omega 3570.50,Next 90D,2.682852448,,,
Omega 3570.50,Next 90D,2.711474249,,,
Omega 3570.50,Next 90D,2.805906338,,,
Omega 3570.50,Next 90D,2.818411383,,,
Omega 3570.50,Next 90D,2.66528409,,,
Omega 3570.50,Next 90D,1.864951334,,,
Omega 3570.50,Next 90D,1.596912278,,,
Omega 3570.50,Next 90D,1.360065271,,,
Omega 3570.50,Next 90D,1.37246325,,,
Omega 3570.50,Next 90D,2.042053352,,,
Omega 3570.50,Next 90D,1.98951178,,,
Omega 3570.50,Next 90D,1.239273285,,,
Omega 3570.50,Next 90D,1.604600058,,,
Omega 3570.50,Next 90D,1.477431728,,,
Omega 3570.50,Next 90D,1.00655344,,,
Omega 3570.50,Next 90D,1.169632551,,,
Omega 3570.50,Next 90D,0.711993334,,,
Omega 3570.50,Next 90D,0.349801484,,,
Omega 3570.50,Next 90D,0.230006415,,,
Omega 3570.50,Next 90D,0.098794794,,,
Omega 3570.50,Next 90D,0.015524281,,,
Omega 3570.50,Next 90D,0.090329938,,,
Omega 3570.50,Next 90D,0.073827745,,,
Omega 3570.50,Next 90D,0.900006598,,,
Omega 3570.50,Next 90D,1.504611251,,,
Omega 3570.50,Next 90D,1.543611374,,,
Omega 3570.50,Next 90D,1.581992709,,,
Omega 3570.50,Next 90D,1.595161042,,,
Omega 3570.50,Next 90D,2.178720202,,,
Omega 3570.50,Next 90D,2.567519658,,,
Omega 3570.50,Next 90D,3.191753063,,,
Omega 3570.50,Next 90D,3.792573008,,,
Omega 3570.50,Next 90D,3.929884716,,,
Omega 3570.50,Next 90D,4.199819421,,,
Omega 3570.50,Next 90D,4.624735448,,,
Omega 3570.50,Next 90D,4.815229116,,,
Omega 3570.50,Next 90D,4.734222179,,,
Omega 3570.50,Next 90D,4.491893802,,,
Omega 3570.50,Next 90D,4.231888792,,,
Omega 3570.50,Next 90D,4.43396514,,,
Omega 3570.50,Next 90D,3.951680121,,,
Omega 3570.50,Next 90D,4.21592012,,,
Omega 3570.50,Next 90D,4.305769618,,,
Omega 3570.50,Next 90D,5.138605596,,,
Omega 3570.50,Next 90D,5.383166349,,,
Omega 3570.50,Next 90D,4.670757789,,,
Omega 3570.50,Next 90D,5.108496825,,,
Patek Philippe 5164A,Next 30D,0.77517576,,,
Patek Philippe 5164A,Next 30D,0.841592147,,,
Patek Philippe 5164A,Next 30D,1.090286692,,,
Patek Philippe 5164A,Next 30D,1.094263272,,,
Patek Philippe 5164A,Next 30D,1.25015833,,,
Patek Philippe 5164A,Next 30D,1.567950046,,,
Patek Philippe 5164A,Next 30D,1.802071501,,,
Patek Philippe 5164A,Next 30D,2.11967772,,,
Patek Philippe 5164A,Next 30D,2.181874362,,,
Patek Philippe 5164A,Next 30D,2.287889885,,,
Patek Philippe 5164A,Next 30D,2.696137558,,,
Patek Philippe 5164A,Next 30D,2.781883266,,,
Patek Philippe 5164A,Next 30D,2.714343157,,,
Patek Philippe 5164A,Next 30D,2.626946072,,,
Patek Philippe 5164A,Next 30D,2.592830804,,,
Patek Philippe 5164A,Next 30D,2.590612542,,,
Patek Philippe 5164A,Next 30D,3.150387474,,,
Patek Philippe 5164A,Next 30D,3.276768043,,,
Patek Philippe 5164A,Next 30D,3.266662531,,,
Patek Philippe 5164A,Next 30D,3.231731754,,,
Patek Philippe 5164A,Next 30D,3.920538454,,,
Patek Philippe 5164A,Next 30D,3.842381368,,,
Patek Philippe 5164A,Next 30D,4.258255082,,,
Patek Philippe 5164A,Next 30D,4.278467668,,,
Patek Philippe 5164A,Next 30D,4.603734825,,,
Patek Philippe 5164A,Next 30D,4.680183082,,,
Patek Philippe 5164A,Next 30D,4.651555726,,,
Patek Philippe 5164A,Next 30D,4.59606567,,,
Patek Philippe 5164A,Next 30D,5.031080339,,,
Patek Philippe 5164A,Next 30D,5.51848945,,,
Patek Philippe 5164A,Next 30D,5.673575161,,,
Patek Philippe 5164A,Next 30D,5.699123963,,,
Patek Philippe 5164A,Next 30D,5.695886593,,,
Patek Philippe 5164A,Next 30D,5.952041991,,,
Patek Philippe 5164A,Next 30D,5.890605341,,,
Patek Philippe 5164A,Next 30D,5.77516881,,,
Patek Philippe 5164A,Next 30D,5.760818992,,,
Patek Philippe 5164A,Next 30D,5.741717641,,,
Patek Philippe 5164A,Next 30D,5.695579847,,,
Patek Philippe 5164A,Next 30D,5.609417454,,,
Patek Philippe 5164A,Next 30D,5.485896652,,,
Patek Philippe 5164A,Next 30D,5.330825928,,,
Patek Philippe 5164A,Next 30D,5.136641553,,,
Patek Philippe 5164A,Next 30D,5.053205658,,,
Patek Philippe 5164A,Next 30D,5.448780294,,,
Patek Philippe 5164A,Next 30D,4.958362103,,,
Patek Philippe 5164A,Next 30D,4.830491402,,,
Patek Philippe 5164A,Next 30D,5.209104119,,,
Patek Philippe 5164A,Next 30D,5.085910467,,,
Patek Philippe 5164A,Next 30D,4.931166684,,,
Patek Philippe 5164A,Next 30D,5.356849809,,,
Patek Philippe 5164A,Next 30D,5.387379591,,,
Patek Philippe 5164A,Next 30D,5.01387673,,,
Patek Philippe 5164A,Next 30D,4.962151983,,,
Patek Philippe 5164A,Next 30D,4.877867159,,,
Patek Philippe 5164A,Next 30D,4.768834406,,,
Patek Philippe 5164A,Next 30D,4.628940829,,,
Patek Philippe 5164A,Next 30D,4.442808199,,,
Patek Philippe 5164A,Next 30D,4.797831207,,,
Patek Philippe 5164A,Next 30D,4.97582939,,,
Patek Philippe 5164A,Next 30D,4.94238121,,,
Patek Philippe 5164A,Next 30D,5.859237449,,,
Patek Philippe 5164A,Next 30D,5.761352621,,,
Patek Philippe 5164A,Next 30D,5.670431817,,,
Patek Philippe 5164A,Next 30D,5.884160227,,,
Patek Philippe 5164A,Next 30D,5.878891152,,,
Patek Philippe 5164A,Next 30D,6.054740172,,,
Patek Philippe 5164A,Next 30D,5.990375094,,,
Patek Philippe 5164A,Next 30D,5.893000699,,,
Patek Philippe 5164A,Next 30D,5.772503573,,,
Patek Philippe 5164A,Next 30D,5.368613768,,,
Patek Philippe 5164A,Next 30D,5.445054155,,,
Patek Philippe 5164A,Next 30D,5.429356265,,,
Patek Philippe 5164A,Next 30D,5.602125689,,,
Patek Philippe 5164A,Next 30D,6.27710049,,,
Patek Philippe 5164A,Next 30D,6.230363818,,,
Patek Philippe 5164A,Next 30D,6.143787857,,,
Patek Philippe 5164A,Next 30D,6.164255853,,,
Patek Philippe 5164A,Next 30D,6.492443342,,,
Patek Philippe 5164A,Next 30D,6.518239287,,,
Patek Philippe 5164A,Next 30D,6.301118571,,,
Patek Philippe 5164A,Next 30D,6.304208006,,,
Patek Philippe 5164A,Next 30D,6.273237191,,,
Patek Philippe 5164A,Next 30D,6.204997398,,,
Patek Philippe 5164A,Next 30D,6.862680762,,,
Patek Philippe 5164A,Next 30D,6.884541622,,,
Patek Philippe 5164A,Next 30D,7.546586308,,,
Patek Philippe 5164A,Next 30D,7.579525381,,,
Patek Philippe 5164A,Next 30D,7.59840627,,,
Patek Philippe 5164A,Next 30D,7.606677208,,,
Patek Philippe 5164A,Next 30D,7.587941001,,,
Patek Philippe 5164A,Next 30D,7.541954833,,,
Patek Philippe 5164A,Next 30D,7.725833675,,,
Patek Philippe 5164A,Next 30D,7.763778678,,,
Patek Philippe 5164A,Next 30D,7.702683377,,,
Patek Philippe 5164A,Next 30D,7.705156874,,,
Patek Philippe 5164A,Next 30D,7.652842865,,,
Patek Philippe 5164A,Next 30D,7.552749091,,,
Patek Philippe 5164A,Next 30D,7.569362357,,,
Patek Philippe 5164A,Next 30D,7.530563036,,,
Patek Philippe 5164A,Next 30D,7.367245762,,,
Patek Philippe 5164A,Next 30D,8.481854327,,,
Patek Philippe 5164A,Next 30D,9.245445781,,,
Patek Philippe 5164A,Next 30D,9.176707097,,,
Patek Philippe 5164A,Next 30D,9.089114577,,,
Patek Philippe 5164A,Next 30D,9.665305257,,,
Patek Philippe 5164A,Next 30D,9.987831341,,,
Patek Philippe 5164A,Next 30D,9.982493916,,,
Patek Philippe 5164A,Next 30D,9.968204427,,,
Patek Philippe 5164A,Next 30D,9.939753709,,,
Patek Philippe 5164A,Next 30D,10.2891148,,,
Patek Philippe 5164A,Next 30D,10.16528535,,,
Patek Philippe 5164A,Next 30D,10.06055617,,,
Patek Philippe 5164A,Next 30D,10.06536066,,,
Patek Philippe 5164A,Next 30D,10.08632914,,,
Patek Philippe 5164A,Next 30D,10.11526059,,,
Patek Philippe 5164A,Next 30D,11.45628107,,,
Patek Philippe 5164A,Next 30D,13.30630473,,,
Patek Philippe 5164A,Next 30D,13.24321099,,,
Patek Philippe 5164A,Next 30D,13.14850319,,,
Patek Philippe 5164A,Next 30D,13.93206939,,,
Patek Philippe 5164A,Next 30D,13.93841032,,,
Patek Philippe 5164A,Next 30D,15.32486063,,,
Patek Philippe 5164A,Next 30D,15.90994921,,,
Patek Philippe 5164A,Next 30D,15.88849252,,,
Patek Philippe 5164A,Next 30D,15.95834443,,,
Patek Philippe 5164A,Next 30D,15.94882022,,,
Patek Philippe 5164A,Next 30D,16.27402321,,,
Patek Philippe 5164A,Next 30D,16.22152418,,,
Patek Philippe 5164A,Next 30D,16.11232403,,,
Patek Philippe 5164A,Next 30D,15.95999997,,,
Patek Philippe 5164A,Next 30D,17.09084999,,,
Patek Philippe 5164A,Next 30D,16.90711703,,,
Patek Philippe 5164A,Next 30D,16.69744524,,,
Patek Philippe 5164A,Next 30D,16.5288508,,,
Patek Philippe 5164A,Next 30D,17.64026117,,,
Patek Philippe 5164A,Next 30D,18.88637327,,,
Patek Philippe 5164A,Next 30D,18.73076897,,,
Patek Philippe 5164A,Next 30D,18.55773908,,,
Patek Philippe 5164A,Next 30D,18.37407906,,,
Patek Philippe 5164A,Next 30D,18.18509371,,,
Patek Philippe 5164A,Next 30D,19.82533472,,,
Patek Philippe 5164A,Next 30D,19.73208524,,,
Patek Philippe 5164A,Next 30D,19.64506864,,,
Patek Philippe 5164A,Next 30D,19.56091194,,,
Patek Philippe 5164A,Next 30D,20.454403,,,
Patek Philippe 5164A,Next 30D,21.28641931,,,
Patek Philippe 5164A,Next 30D,22.12540818,,,
Patek Philippe 5164A,Next 30D,23.20099483,,,
Patek Philippe 5164A,Next 30D,23.67509638,,,
Patek Philippe 5164A,Next 30D,24.53558767,,,
Patek Philippe 5164A,Next 30D,24.80300875,,,
Patek Philippe 5164A,Next 30D,24.68968661,,,
Patek Philippe 5164A,Next 30D,24.58295046,,,
Patek Philippe 5164A,Next 30D,24.44550225,,,
Patek Philippe 5164A,Next 30D,24.32587689,,,
Patek Philippe 5164A,Next 30D,24.21672416,,,
Patek Philippe 5164A,Next 30D,25.01573071,,,
Patek Philippe 5164A,Next 30D,24.91173567,,,
Patek Philippe 5164A,Next 90D,0.250726399,,,
Patek Philippe 5164A,Next 90D,0.863179196,,,
Patek Philippe 5164A,Next 90D,0.883932668,,,
Patek Philippe 5164A,Next 90D,0.959269046,,,
Patek Philippe 5164A,Next 90D,1.236569298,,,
Patek Philippe 5164A,Next 90D,1.288151099,,,
Patek Philippe 5164A,Next 90D,1.583566354,,,
Patek Philippe 5164A,Next 90D,1.700390902,,,
Patek Philippe 5164A,Next 90D,1.767958007,,,
Patek Philippe 5164A,Next 90D,1.770844287,,,
Patek Philippe 5164A,Next 90D,1.502466946,,,
Patek Philippe 5164A,Next 90D,1.587823686,,,
Patek Philippe 5164A,Next 90D,1.569541462,,,
Patek Philippe 5164A,Next 90D,1.788056964,,,
Patek Philippe 5164A,Next 90D,2.571332397,,,
Patek Philippe 5164A,Next 90D,2.583680247,,,
Patek Philippe 5164A,Next 90D,2.539647349,,,
Patek Philippe 5164A,Next 90D,2.629308174,,,
Patek Philippe 5164A,Next 90D,2.900594452,,,
Patek Philippe 5164A,Next 90D,2.860780696,,,
Patek Philippe 5164A,Next 90D,2.622942014,,,
Patek Philippe 5164A,Next 90D,2.67879654,,,
Patek Philippe 5164A,Next 90D,2.696831496,,,
Patek Philippe 5164A,Next 90D,2.649232794,,,
Patek Philippe 5164A,Next 90D,3.373700719,,,
Patek Philippe 5164A,Next 90D,3.323733904,,,
Patek Philippe 5164A,Next 90D,3.940216004,,,
Patek Philippe 5164A,Next 90D,3.938142241,,,
Patek Philippe 5164A,Next 90D,3.983044636,,,
Patek Philippe 5164A,Next 90D,4.007745926,,,
Patek Philippe 5164A,Next 90D,3.998968604,,,
Patek Philippe 5164A,Next 90D,3.989304784,,,
Patek Philippe 5164A,Next 90D,4.08880503,,,
Patek Philippe 5164A,Next 90D,4.083643161,,,
Patek Philippe 5164A,Next 90D,4.022246468,,,
Patek Philippe 5164A,Next 90D,4.111539406,,,
Patek Philippe 5164A,Next 90D,4.177561589,,,
Patek Philippe 5164A,Next 90D,4.182101857,,,
Patek Philippe 5164A,Next 90D,4.344257858,,,
Patek Philippe 5164A,Next 90D,4.303136773,,,
Patek Philippe 5164A,Next 90D,4.121847803,,,
Patek Philippe 5164A,Next 90D,5.30126714,,,
Patek Philippe 5164A,Next 90D,6.146851903,,,
Patek Philippe 5164A,Next 90D,6.111806051,,,
Patek Philippe 5164A,Next 90D,6.019544288,,,
Patek Philippe 5164A,Next 90D,6.62979735,,,
Patek Philippe 5164A,Next 90D,6.872938351,,,
Patek Philippe 5164A,Next 90D,6.801018669,,,
Patek Philippe 5164A,Next 90D,6.746323913,,,
Patek Philippe 5164A,Next 90D,6.727912568,,,
Patek Philippe 5164A,Next 90D,7.108665834,,,
Patek Philippe 5164A,Next 90D,7.001480609,,,
Patek Philippe 5164A,Next 90D,6.913565695,,,
Patek Philippe 5164A,Next 90D,6.827700309,,,
Patek Philippe 5164A,Next 90D,6.742850979,,,
Patek Philippe 5164A,Next 90D,6.695404098,,,
Patek Philippe 5164A,Next 90D,8.077348629,,,
Patek Philippe 5164A,Next 90D,9.985505373,,,
Patek Philippe 5164A,Next 90D,9.906313491,,,
Patek Philippe 5164A,Next 90D,9.847026649,,,
Patek Philippe 5164A,Next 90D,10.60316569,,,
Patek Philippe 5164A,Next 90D,10.54428322,,,
Patek Philippe 5164A,Next 90D,11.94816326,,,
Patek Philippe 5164A,Next 90D,12.56558069,,,
Patek Philippe 5164A,Next 90D,12.57324244,,,
Patek Philippe 5164A,Next 90D,12.65751227,,,
Patek Philippe 5164A,Next 90D,12.63153519,,,
Patek Philippe 5164A,Next 90D,12.91054651,,,
Patek Philippe 5164A,Next 90D,12.89972306,,,
Patek Philippe 5164A,Next 90D,12.91341623,,,
Patek Philippe 5164A,Next 90D,12.96124658,,,
Patek Philippe 5164A,Next 90D,14.34317625,,,
Patek Philippe 5164A,Next 90D,14.3145692,,,
Patek Philippe 5164A,Next 90D,14.27925044,,,
Patek Philippe 5164A,Next 90D,14.23666243,,,
Patek Philippe 5164A,Next 90D,15.526359,,,
Patek Philippe 5164A,Next 90D,16.93786904,,,
Patek Philippe 5164A,Next 90D,16.96641307,,,
Patek Philippe 5164A,Next 90D,16.98836211,,,
Patek Philippe 5164A,Next 90D,16.95330019,,,
Patek Philippe 5164A,Next 90D,16.91427253,,,
Patek Philippe 5164A,Next 90D,18.65743601,,,
Patek Philippe 5164A,Next 90D,18.62669408,,,
Patek Philippe 5164A,Next 90D,18.61150422,,,
Patek Philippe 5164A,Next 90D,18.64231657,,,
Patek Philippe 5164A,Next 90D,19.64752592,,,
Patek Philippe 5164A,Next 90D,20.55439544,,,
Patek Philippe 5164A,Next 90D,21.45372338,,,
