,Date,Price
102,2021-06-21,13636.0
103,2021-06-22,13642.0
104,2021-06-23,13640.0
643,2021-06-24,13624.0
106,2021-06-25,13631.0
107,2021-06-26,13627.0
108,2021-06-27,13627.0
1043,2021-06-28,13621.0
110,2021-06-29,13647.0
111,2021-06-30,13661.0
1044,2021-07-01,13669.0
113,2021-07-02,13661.0
114,2021-07-03,13662.0
115,2021-07-04,13655.0
116,2021-07-05,13661.0
1045,2021-07-06,13657.0
118,2021-07-07,13667.0
647,2021-07-08,13678.0
648,2021-07-09,13671.0
121,2021-07-10,13683.0
122,2021-07-11,13681.0
123,2021-07-12,13686.0
649,2021-07-13,13688.0
125,2021-07-14,13672.0
126,2021-07-15,13678.0
127,2021-07-16,13680.0
650,2021-07-17,13669.0
129,2021-07-18,13679.0
130,2021-07-19,13679.0
131,2021-07-20,13681.0
132,2021-07-21,13687.0
652,2021-07-22,13676.0
134,2021-07-23,13687.0
135,2021-07-24,13706.0
136,2021-07-25,13708.0
137,2021-07-26,13730.0
138,2021-07-27,13749.0
654,2021-07-28,13762.0
140,2021-07-29,13757.0
141,2021-07-30,13777.0
142,2021-07-31,13785.0
143,2021-08-01,13782.0
144,2021-08-02,13779.0
145,2021-08-03,13787.0
146,2021-08-04,13796.0
147,2021-08-05,13811.0
148,2021-08-06,13803.0
149,2021-08-07,13814.0
150,2021-08-08,13804.0
151,2021-08-09,13804.0
1051,2021-08-10,13798.0
153,2021-08-11,13808.0
1052,2021-08-12,13835.0
155,2021-08-13,13827.0
156,2021-08-14,13835.0
157,2021-08-15,13817.0
660,2021-08-16,13812.0
159,2021-08-17,13823.0
160,2021-08-18,13818.0
161,2021-08-19,13828.0
1053,2021-08-20,13810.0
163,2021-08-21,13823.0
164,2021-08-22,13848.0
165,2021-08-23,13853.0
1054,2021-08-24,13861.0
167,2021-08-25,13852.0
168,2021-08-26,13856.0
169,2021-08-27,13853.0
170,2021-08-28,13865.0
1055,2021-08-29,13867.0
172,2021-08-30,13849.0
1056,2021-08-31,13838.0
174,2021-09-01,13833.0
175,2021-09-02,13845.0
666,2021-09-03,13846.0
177,2021-09-04,13823.0
667,2021-09-05,13808.0
179,2021-09-06,13819.0
180,2021-09-07,13807.0
668,2021-09-08,13809.0
182,2021-09-09,13813.0
183,2021-09-10,13847.0
184,2021-09-11,13823.0
185,2021-09-12,13813.0
186,2021-09-13,13831.0
187,2021-09-14,13802.0
188,2021-09-15,13809.0
1059,2021-09-16,13806.0
190,2021-09-17,13838.0
191,2021-09-18,13831.0
672,2021-09-19,13823.0
193,2021-09-20,13830.0
194,2021-09-21,13830.0
195,2021-09-22,13830.0
196,2021-09-23,13823.0
197,2021-09-24,13835.0
198,2021-09-25,13851.0
199,2021-09-26,13908.0
200,2021-09-27,13898.0
201,2021-09-28,13911.0
202,2021-09-29,13926.0
203,2021-09-30,13915.0
204,2021-10-01,13921.0
205,2021-10-02,13929.0
206,2021-10-03,13921.0
677,2021-10-04,13913.0
208,2021-10-05,13918.0
1063,2021-10-06,13915.0
210,2021-10-07,13923.0
211,2021-10-08,13939.0
212,2021-10-09,13943.0
213,2021-10-10,13951.0
214,2021-10-11,13957.0
1064,2021-10-12,13958.0
216,2021-10-13,13957.0
217,2021-10-14,13940.0
218,2021-10-15,13939.0
219,2021-10-16,13939.0
220,2021-10-17,13921.0
681,2021-10-18,13915.0
222,2021-10-19,13928.0
223,2021-10-20,13919.0
224,2021-10-21,13909.0
225,2021-10-22,13903.0
226,2021-10-23,13907.0
227,2021-10-24,13919.0
228,2021-10-25,13921.0
229,2021-10-26,13901.0
1067,2021-10-27,13889.0
231,2021-10-28,13901.0
232,2021-10-29,13909.0
685,2021-10-30,13919.0
234,2021-10-31,13953.0
1068,2021-11-01,13989.0
236,2021-11-02,13985.0
687,2021-11-03,13988.0
238,2021-11-04,14004.0
239,2021-11-05,14006.0
240,2021-11-06,14007.0
1069,2021-11-07,14019.0
242,2021-11-08,14019.0
243,2021-11-09,14021.0
689,2021-11-10,14045.0
245,2021-11-11,14028.0
246,2021-11-12,14024.0
1070,2021-11-13,14020.0
248,2021-11-14,14091.0
691,2021-11-15,14113.0
250,2021-11-16,14127.0
251,2021-11-17,14130.0
252,2021-11-18,14138.0
1072,2021-11-19,14134.0
254,2021-11-20,14162.0
693,2021-11-21,14179.0
256,2021-11-22,14183.0
257,2021-11-23,14208.0
258,2021-11-24,14219.0
259,2021-11-25,14234.0
260,2021-11-26,14254.0
695,2021-11-27,14267.0
262,2021-11-28,14273.0
263,2021-11-29,14283.0
264,2021-11-30,14286.0
265,2021-12-01,14315.0
266,2021-12-02,14299.0
267,2021-12-03,14303.0
697,2021-12-04,14307.0
269,2021-12-05,14295.0
698,2021-12-06,14278.0
271,2021-12-07,14290.0
272,2021-12-08,14287.0
273,2021-12-09,14300.0
699,2021-12-10,14302.0
275,2021-12-11,14334.0
276,2021-12-12,14329.0
700,2021-12-13,14324.0
278,2021-12-14,14369.0
279,2021-12-15,14384.0
701,2021-12-16,14404.0
281,2021-12-17,14384.0
282,2021-12-18,14397.0
283,2021-12-19,14408.0
284,2021-12-20,14427.0
285,2021-12-21,14442.0
1078,2021-12-22,14442.0
287,2021-12-23,14460.0
288,2021-12-24,14479.0
704,2021-12-25,14508.0
290,2021-12-26,14526.0
705,2021-12-27,14537.0
292,2021-12-28,14564.0
293,2021-12-29,14581.0
294,2021-12-30,14595.0
295,2021-12-31,14619.0
296,2022-01-01,14669.0
707,2022-01-02,14697.0
298,2022-01-03,14715.0
299,2022-01-04,14711.0
708,2022-01-05,14727.0
301,2022-01-06,14786.0
302,2022-01-07,14795.0
709,2022-01-08,14851.0
304,2022-01-09,14874.0
305,2022-01-10,14902.0
306,2022-01-11,14921.0
710,2022-01-12,14958.0
308,2022-01-13,14955.0
309,2022-01-14,14962.0
310,2022-01-15,14977.0
311,2022-01-16,14983.0
312,2022-01-17,15049.0
313,2022-01-18,15090.0
314,2022-01-19,15128.0
315,2022-01-20,15147.0
316,2022-01-21,15202.0
1084,2022-01-22,15208.0
318,2022-01-23,15241.0
319,2022-01-24,15370.0
1085,2022-01-25,15413.0
321,2022-01-26,15435.0
322,2022-01-27,15432.0
323,2022-01-28,15445.0
324,2022-01-29,15466.0
1086,2022-01-30,15480.0
326,2022-01-31,15581.0
717,2022-02-01,15617.0
328,2022-02-02,15659.0
329,2022-02-03,15713.0
1087,2022-02-04,15771.0
718,2022-02-05,15817.0
332,2022-02-06,15843.0
333,2022-02-07,15884.0
334,2022-02-08,15911.0
335,2022-02-09,15946.0
1088,2022-02-10,15983.0
337,2022-02-11,16064.0
1089,2022-02-12,16222.0
721,2022-02-13,16231.0
340,2022-02-14,16282.0
341,2022-02-15,16353.0
342,2022-02-16,16387.0
343,2022-02-17,16419.0
344,2022-02-18,16444.0
345,2022-02-19,16501.0
346,2022-02-20,16559.0
347,2022-02-21,16609.0
348,2022-02-22,16633.0
349,2022-02-23,16670.0
350,2022-02-24,16679.0
351,2022-02-25,16757.0
352,2022-02-26,16815.0
353,2022-02-27,16844.0
1092,2022-02-28,16865.0
355,2022-03-01,16921.0
356,2022-03-02,16958.0
357,2022-03-03,16998.0
358,2022-03-04,17036.0
359,2022-03-05,17041.0
360,2022-03-06,17167.0
728,2022-03-07,17243.0
362,2022-03-08,17288.0
363,2022-03-09,17336.0
729,2022-03-10,17337.0
