Date,Price,Open,High,Low,Change %
16-Oct-19,"2,646.42","2,646.42","2,646.42","2,646.42",0.24%
15-Oct-19,"2,640.01","2,640.01","2,640.01","2,640.01",0.78%
14-Oct-19,"2,619.48","2,619.48","2,619.48","2,619.48",0.11%
11-Oct-19,"2,616.63","2,616.63","2,616.63","2,616.63",1.83%
10-Oct-19,"2,569.58","2,569.58","2,569.58","2,569.58",1.33%
09-Oct-19,"2,535.91","2,535.91","2,535.91","2,535.91",0.97%
08-Oct-19,"2,511.66","2,511.66","2,511.66","2,511.66",-1.26%
07-Oct-19,"2,543.59","2,543.59","2,543.59","2,543.59",0.24%
04-Oct-19,"2,537.51","2,537.51","2,537.51","2,537.51",0.43%
03-Oct-19,"2,526.56","2,526.56","2,526.56","2,526.56",0.48%
02-Oct-19,"2,514.37","2,514.37","2,514.37","2,514.37",-2.03%
01-Oct-19,"2,566.42","2,566.42","2,566.42","2,566.42",-1.22%
30-Sep-19,"2,598.20","2,598.20","2,598.20","2,598.20",0.52%
27-Sep-19,"2,584.66","2,584.66","2,584.66","2,584.66",0.28%
26-Sep-19,"2,577.32","2,577.32","2,577.32","2,577.32",0.00%
25-Sep-19,"2,577.44","2,577.44","2,577.44","2,577.44",-0.32%
24-Sep-19,"2,585.73","2,585.73","2,585.73","2,585.73",-0.62%
23-Sep-19,"2,601.86","2,601.86","2,601.86","2,601.86",-0.69%
20-Sep-19,"2,619.90","2,619.90","2,619.90","2,619.90",-0.49%
19-Sep-19,"2,632.82","2,632.82","2,632.82","2,632.82",0.04%
18-Sep-19,"2,631.87","2,631.87","2,631.87","2,631.87",-0.71%
17-Sep-19,"2,650.65","2,650.65","2,650.65","2,650.65",0.11%
16-Sep-19,"2,647.86","2,647.86","2,647.86","2,647.86",-1.67%
13-Sep-19,"2,692.84","2,692.84","2,692.84","2,692.84",0.38%
12-Sep-19,"2,682.58","2,682.58","2,682.58","2,682.58",0.38%
11-Sep-19,"2,672.30","2,672.30","2,672.30","2,672.30",0.90%
10-Sep-19,"2,648.50","2,648.50","2,648.50","2,648.50",-0.21%
09-Sep-19,"2,654.02","2,654.02","2,654.02","2,654.02",0.25%
06-Sep-19,"2,647.32","2,647.32","2,647.32","2,647.32",0.56%
05-Sep-19,"2,632.57","2,632.57","2,632.57","2,632.57",1.80%
04-Sep-19,"2,586.01","2,586.01","2,586.01","2,586.01",1.93%
03-Sep-19,"2,536.96","2,536.96","2,536.96","2,536.96",-0.65%
02-Sep-19,"2,553.52","2,553.52","2,553.52","2,553.52",-0.09%
30-Aug-19,"2,555.84","2,555.84","2,555.84","2,555.84",0.14%
29-Aug-19,"2,552.25","2,552.25","2,552.25","2,552.25",0.95%
28-Aug-19,"2,528.11","2,528.11","2,528.11","2,528.11",0.24%
27-Aug-19,"2,522.06","2,522.06","2,522.06","2,522.06",0.36%
26-Aug-19,"2,513.08","2,513.08","2,513.08","2,513.08",0.35%
23-Aug-19,"2,504.41","2,504.41","2,504.41","2,504.41",-1.70%
22-Aug-19,"2,547.69","2,547.69","2,547.69","2,547.69",-0.51%
21-Aug-19,"2,560.79","2,560.79","2,560.79","2,560.79",1.41%
20-Aug-19,"2,525.11","2,525.11","2,525.11","2,525.11",-0.19%
19-Aug-19,"2,529.99","2,529.99","2,529.99","2,529.99",2.13%
16-Aug-19,"2,477.34","2,477.34","2,477.34","2,477.34",1.04%
15-Aug-19,"2,451.94","2,451.94","2,451.94","2,451.94",-0.93%
14-Aug-19,"2,474.96","2,474.96","2,474.96","2,474.96",-2.75%
13-Aug-19,"2,544.86","2,544.86","2,544.86","2,544.86",0.37%
12-Aug-19,"2,535.52","2,535.52","2,535.52","2,535.52",-1.10%
09-Aug-19,"2,563.63","2,563.63","2,563.63","2,563.63",-0.85%
08-Aug-19,"2,585.59","2,585.59","2,585.59","2,585.59",1.75%
07-Aug-19,"2,541.12","2,541.12","2,541.12","2,541.12",0.59%
06-Aug-19,"2,526.27","2,526.27","2,526.27","2,526.27",0.28%
05-Aug-19,"2,519.28","2,519.28","2,519.28","2,519.28",-2.95%
02-Aug-19,"2,595.85","2,595.85","2,595.85","2,595.85",-2.58%
01-Aug-19,"2,664.58","2,664.58","2,664.58","2,664.58",-1.10%
31-Jul-19,"2,694.10","2,694.10","2,694.10","2,694.10",-0.47%
30-Jul-19,"2,706.79","2,706.79","2,706.79","2,706.79",-0.72%
29-Jul-19,"2,726.32","2,726.32","2,726.32","2,726.32",-0.11%
26-Jul-19,"2,729.31","2,729.31","2,729.31","2,729.31",-0.02%
25-Jul-19,"2,729.79","2,729.79","2,729.79","2,729.79",-1.35%
24-Jul-19,"2,767.04","2,767.04","2,767.04","2,767.04",0.20%
23-Jul-19,"2,761.48","2,761.48","2,761.48","2,761.48",0.80%
22-Jul-19,"2,739.54","2,739.54","2,739.54","2,739.54",-0.17%
19-Jul-19,"2,744.22","2,744.22","2,744.22","2,744.22",0.03%
18-Jul-19,"2,743.39","2,743.39","2,743.39","2,743.39",-0.37%
17-Jul-19,"2,753.68","2,753.68","2,753.68","2,753.68",-0.51%
16-Jul-19,"2,767.85","2,767.85","2,767.85","2,767.85",0.92%
15-Jul-19,"2,742.67","2,742.67","2,742.67","2,742.67",0.14%
12-Jul-19,"2,738.72","2,738.72","2,738.72","2,738.72",0.55%
11-Jul-19,"2,723.76","2,723.76","2,723.76","2,723.76",0.45%
10-Jul-19,"2,711.62","2,711.62","2,711.62","2,711.62",-0.11%
09-Jul-19,"2,714.56","2,714.56","2,714.56","2,714.56",-0.54%
08-Jul-19,"2,729.36","2,729.36","2,729.36","2,729.36",-0.10%
05-Jul-19,"2,732.01","2,732.01","2,732.01","2,732.01",-0.61%
04-Jul-19,"2,748.81","2,748.81","2,748.81","2,748.81",0.11%
03-Jul-19,"2,745.83","2,745.83","2,745.83","2,745.83",0.70%
02-Jul-19,"2,726.68","2,726.68","2,726.68","2,726.68",0.16%
01-Jul-19,"2,722.31","2,722.31","2,722.31","2,722.31",0.17%
28-Jun-19,"2,717.76","2,717.76","2,717.76","2,717.76",0.87%
27-Jun-19,"2,694.24","2,694.24","2,694.24","2,694.24",0.71%
26-Jun-19,"2,675.19","2,675.19","2,675.19","2,675.19",-0.23%
25-Jun-19,"2,681.27","2,681.27","2,681.27","2,681.27",-0.93%
24-Jun-19,"2,706.51","2,706.51","2,706.51","2,706.51",0.21%
21-Jun-19,"2,700.86","2,700.86","2,700.86","2,700.86",-0.35%
20-Jun-19,"2,710.37","2,710.37","2,710.37","2,710.37",0.96%
19-Jun-19,"2,684.54","2,684.54","2,684.54","2,684.54",0.40%
18-Jun-19,"2,673.85","2,673.85","2,673.85","2,673.85",1.71%
17-Jun-19,"2,629.00","2,629.00","2,629.00","2,629.00",0.31%
14-Jun-19,"2,620.86","2,620.86","2,620.86","2,620.86",-0.44%
13-Jun-19,"2,632.50","2,632.50","2,632.50","2,632.50",-0.04%
12-Jun-19,"2,633.55","2,633.55","2,633.55","2,633.55",-0.61%
11-Jun-19,"2,649.83","2,649.83","2,649.83","2,649.83",0.64%
10-Jun-19,"2,633.08","2,633.08","2,633.08","2,633.08",0.76%
07-Jun-19,"2,613.24","2,613.24","2,613.24","2,613.24",1.42%
06-Jun-19,"2,576.71","2,576.71","2,576.71","2,576.71",0.14%
05-Jun-19,"2,573.05","2,573.05","2,573.05","2,573.05",0.84%
04-Jun-19,"2,551.64","2,551.64","2,551.64","2,551.64",1.87%
03-Jun-19,"2,504.86","2,504.86","2,504.86","2,504.86",0.32%
31-May-19,"2,496.78","2,496.78","2,496.78","2,496.78",-1.00%
30-May-19,"2,522.05","2,522.05","2,522.05","2,522.05",-0.03%
29-May-19,"2,522.77","2,522.77","2,522.77","2,522.77",-1.76%
28-May-19,"2,568.08","2,568.08","2,568.08","2,568.08",-0.13%
27-May-19,"2,571.36","2,571.36","2,571.36","2,571.36",0.14%
24-May-19,"2,567.67","2,567.67","2,567.67","2,567.67",0.16%
23-May-19,"2,563.46","2,563.46","2,563.46","2,563.46",-1.64%
22-May-19,"2,606.23","2,606.23","2,606.23","2,606.23",-0.46%
21-May-19,"2,618.20","2,618.20","2,618.20","2,618.20",0.89%
20-May-19,"2,595.06","2,595.06","2,595.06","2,595.06",-1.54%
17-May-19,"2,635.57","2,635.57","2,635.57","2,635.57",-0.94%
16-May-19,"2,660.66","2,660.66","2,660.66","2,660.66",0.07%
15-May-19,"2,658.73","2,658.73","2,658.73","2,658.73",0.95%
14-May-19,"2,633.81","2,633.81","2,633.81","2,633.81",1.12%
13-May-19,"2,604.60","2,604.60","2,604.60","2,604.60",-2.56%
10-May-19,"2,673.04","2,673.04","2,673.04","2,673.04",0.00%
09-May-19,"2,672.92","2,672.92","2,672.92","2,672.92",-1.19%
08-May-19,"2,705.06","2,705.06","2,705.06","2,705.06",0.35%
07-May-19,"2,695.70","2,695.70","2,695.70","2,695.70",-1.44%
06-May-19,"2,735.09","2,735.09","2,735.09","2,735.09",-1.67%
03-May-19,"2,781.65","2,781.65","2,781.65","2,781.65",0.93%
02-May-19,"2,755.93","2,755.93","2,755.93","2,755.93",-0.29%
01-May-19,"2,764.06","2,764.06","2,764.06","2,764.06",0.16%
30-Apr-19,"2,759.74","2,759.74","2,759.74","2,759.74",0.08%
29-Apr-19,"2,757.66","2,757.66","2,757.66","2,757.66",0.15%
26-Apr-19,"2,753.53","2,753.53","2,753.53","2,753.53",0.40%
25-Apr-19,"2,742.54","2,742.54","2,742.54","2,742.54",-1.10%
24-Apr-19,"2,772.95","2,772.95","2,772.95","2,772.95",-0.01%
23-Apr-19,"2,773.24","2,773.24","2,773.24","2,773.24",0.26%
22-Apr-19,"2,766.02","2,766.02","2,766.02","2,766.02",-0.56%
19-Apr-19,"2,781.46","2,781.46","2,781.46","2,781.46",0.05%
18-Apr-19,"2,780.00","2,780.00","2,780.00","2,780.00",-0.29%
17-Apr-19,"2,788.09","2,788.09","2,788.09","2,788.09",0.66%
16-Apr-19,"2,769.70","2,769.70","2,769.70","2,769.70",0.65%
15-Apr-19,"2,751.93","2,751.93","2,751.93","2,751.93",0.15%
12-Apr-19,"2,747.76","2,747.76","2,747.76","2,747.76",0.68%
11-Apr-19,"2,729.32","2,729.32","2,729.32","2,729.32",0.78%
10-Apr-19,"2,708.27","2,708.27","2,708.27","2,708.27",0.44%
09-Apr-19,"2,696.43","2,696.43","2,696.43","2,696.43",-0.81%
08-Apr-19,"2,718.33","2,718.33","2,718.33","2,718.33",0.00%
05-Apr-19,"2,718.46","2,718.46","2,718.46","2,718.46",0.24%
04-Apr-19,"2,712.00","2,712.00","2,712.00","2,712.00",0.01%
03-Apr-19,"2,711.72","2,711.72","2,711.72","2,711.72",0.67%
02-Apr-19,"2,693.69","2,693.69","2,693.69","2,693.69",0.17%
01-Apr-19,"2,689.21","2,689.21","2,689.21","2,689.21",1.60%
29-Mar-19,"2,646.94","2,646.94","2,646.94","2,646.94",0.69%
28-Mar-19,"2,628.78","2,628.78","2,628.78","2,628.78",0.57%
27-Mar-19,"2,613.89","2,613.89","2,613.89","2,613.89",0.08%
26-Mar-19,"2,611.73","2,611.73","2,611.73","2,611.73",0.32%
25-Mar-19,"2,603.30","2,603.30","2,603.30","2,603.30",0.21%
22-Mar-19,"2,597.79","2,597.79","2,597.79","2,597.79",-2.03%
21-Mar-19,"2,651.74","2,651.74","2,651.74","2,651.74",0.59%
20-Mar-19,"2,636.13","2,636.13","2,636.13","2,636.13",-0.91%
19-Mar-19,"2,660.31","2,660.31","2,660.31","2,660.31",0.55%
18-Mar-19,"2,645.77","2,645.77","2,645.77","2,645.77",0.31%
15-Mar-19,"2,637.47","2,637.47","2,637.47","2,637.47",0.53%
14-Mar-19,"2,623.46","2,623.46","2,623.46","2,623.46",0.31%
13-Mar-19,"2,615.24","2,615.24","2,615.24","2,615.24",0.54%
12-Mar-19,"2,601.32","2,601.32","2,601.32","2,601.32",0.00%
11-Mar-19,"2,601.25","2,601.25","2,601.25","2,601.25",0.67%
08-Mar-19,"2,583.88","2,583.88","2,583.88","2,583.88",-0.41%
07-Mar-19,"2,594.44","2,594.44","2,594.44","2,594.44",-0.95%
06-Mar-19,"2,619.32","2,619.32","2,619.32","2,619.32",-0.56%
05-Mar-19,"2,634.15","2,634.15","2,634.15","2,634.15",-0.48%
04-Mar-19,"2,646.96","2,646.96","2,646.96","2,646.96",-0.60%
01-Mar-19,"2,662.95","2,662.95","2,662.95","2,662.95",0.71%
28-Feb-19,"2,644.26","2,644.26","2,644.26","2,644.26",-0.29%
27-Feb-19,"2,652.05","2,652.05","2,652.05","2,652.05",0.05%
26-Feb-19,"2,650.62","2,650.62","2,650.62","2,650.62",0.27%
25-Feb-19,"2,643.56","2,643.56","2,643.56","2,643.56",0.68%
22-Feb-19,"2,625.70","2,625.70","2,625.70","2,625.70",0.55%
21-Feb-19,"2,611.23","2,611.23","2,611.23","2,611.23",0.14%
20-Feb-19,"2,607.66","2,607.66","2,607.66","2,607.66",0.66%
19-Feb-19,"2,590.58","2,590.58","2,590.58","2,590.58",0.16%
18-Feb-19,"2,586.45","2,586.45","2,586.45","2,586.45",0.44%
15-Feb-19,"2,575.01","2,575.01","2,575.01","2,575.01",0.68%
14-Feb-19,"2,557.57","2,557.57","2,557.57","2,557.57",-0.95%
13-Feb-19,"2,582.06","2,582.06","2,582.06","2,582.06",1.07%
12-Feb-19,"2,554.81","2,554.81","2,554.81","2,554.81",1.14%
11-Feb-19,"2,526.02","2,526.02","2,526.02","2,526.02",0.55%
08-Feb-19,"2,512.24","2,512.24","2,512.24","2,512.24",-0.69%
07-Feb-19,"2,529.65","2,529.65","2,529.65","2,529.65",-1.59%
06-Feb-19,"2,570.43","2,570.43","2,570.43","2,570.43",-0.32%
05-Feb-19,"2,578.77","2,578.77","2,578.77","2,578.77",1.75%
04-Feb-19,"2,534.47","2,534.47","2,534.47","2,534.47",-0.38%
01-Feb-19,"2,544.27","2,544.27","2,544.27","2,544.27",0.87%
31-Jan-19,"2,522.43","2,522.43","2,522.43","2,522.43",1.21%
30-Jan-19,"2,492.31","2,492.31","2,492.31","2,492.31",1.94%
29-Jan-19,"2,444.88","2,444.88","2,444.88","2,444.88",-0.16%
28-Jan-19,"2,448.76","2,448.76","2,448.76","2,448.76",-0.15%
25-Jan-19,"2,452.51","2,452.51","2,452.51","2,452.51",1.48%
24-Jan-19,"2,416.68","2,416.68","2,416.68","2,416.68",0.40%
23-Jan-19,"2,407.01","2,407.01","2,407.01","2,407.01",-0.01%
22-Jan-19,"2,407.18","2,407.18","2,407.18","2,407.18",-0.81%
21-Jan-19,"2,426.74","2,426.74","2,426.74","2,426.74",0.30%
18-Jan-19,"2,419.60","2,419.60","2,419.60","2,419.60",1.35%
17-Jan-19,"2,387.27","2,387.27","2,387.27","2,387.27",0.24%
16-Jan-19,"2,381.56","2,381.56","2,381.56","2,381.56",-0.20%
15-Jan-19,"2,386.43","2,386.43","2,386.43","2,386.43",0.52%
14-Jan-19,"2,374.01","2,374.01","2,374.01","2,374.01",-1.02%
11-Jan-19,"2,398.58","2,398.58","2,398.58","2,398.58",-0.04%
10-Jan-19,"2,399.53","2,399.53","2,399.53","2,399.53",-0.69%
09-Jan-19,"2,416.13","2,416.13","2,416.13","2,416.13",1.34%
08-Jan-19,"2,384.28","2,384.28","2,384.28","2,384.28",1.29%
07-Jan-19,"2,353.99","2,353.99","2,353.99","2,353.99",1.12%
04-Jan-19,"2,328.02","2,328.02","2,328.02","2,328.02",3.19%
03-Jan-19,"2,256.02","2,256.02","2,256.02","2,256.02",-2.31%
02-Jan-19,"2,309.31","2,309.31","2,309.31","2,309.31",-1.29%
31-Dec-18,"2,339.57","2,339.57","2,339.57","2,339.57",1.01%
28-Dec-18,"2,316.18","2,316.18","2,316.18","2,316.18",1.54%
27-Dec-18,"2,281.15","2,281.15","2,281.15","2,281.15",-0.30%
26-Dec-18,"2,288.06","2,288.06","2,288.06","2,288.06",2.22%
25-Dec-18,"2,238.39","2,238.39","2,238.39","2,238.39",-0.24%
24-Dec-18,"2,243.80","2,243.80","2,243.80","2,243.80",-1.77%
21-Dec-18,"2,284.29","2,284.29","2,284.29","2,284.29",-0.22%
20-Dec-18,"2,289.29","2,289.29","2,289.29","2,289.29",-2.20%
19-Dec-18,"2,340.79","2,340.79","2,340.79","2,340.79",-0.15%
18-Dec-18,"2,344.40","2,344.40","2,344.40","2,344.40",-0.25%
17-Dec-18,"2,350.18","2,350.18","2,350.18","2,350.18",-1.24%
14-Dec-18,"2,379.69","2,379.69","2,379.69","2,379.69",-1.34%
13-Dec-18,"2,411.99","2,411.99","2,411.99","2,411.99",0.00%
12-Dec-18,"2,411.90","2,411.90","2,411.90","2,411.90",1.65%
11-Dec-18,"2,372.74","2,372.74","2,372.74","2,372.74",0.97%
10-Dec-18,"2,349.98","2,349.98","2,349.98","2,349.98",-1.25%
07-Dec-18,"2,379.66","2,379.66","2,379.66","2,379.66",-1.24%
06-Dec-18,"2,409.61","2,409.61","2,409.61","2,409.61",-1.81%
05-Dec-18,"2,454.13","2,454.13","2,454.13","2,454.13",-0.75%
04-Dec-18,"2,472.57","2,472.57","2,472.57","2,472.57",-2.14%
03-Dec-18,"2,526.58","2,526.58","2,526.58","2,526.58",3.78%
30-Nov-18,"2,434.51","2,434.51","2,434.51","2,434.51",-0.47%
29-Nov-18,"2,446.04","2,446.04","2,446.04","2,446.04",0.01%
28-Nov-18,"2,445.81","2,445.81","2,445.81","2,445.81",0.64%
27-Nov-18,"2,430.23","2,430.23","2,430.23","2,430.23",-1.05%
26-Nov-18,"2,456.12","2,456.12","2,456.12","2,456.12",1.46%
23-Nov-18,"2,420.89","2,420.89","2,420.89","2,420.89",-0.39%
22-Nov-18,"2,430.29","2,430.29","2,430.29","2,430.29",0.19%
21-Nov-18,"2,425.63","2,425.63","2,425.63","2,425.63",1.02%
20-Nov-18,"2,401.04","2,401.04","2,401.04","2,401.04",-1.55%
19-Nov-18,"2,438.96","2,438.96","2,438.96","2,438.96",-1.17%
16-Nov-18,"2,467.90","2,467.90","2,467.90","2,467.90",0.03%
15-Nov-18,"2,467.08","2,467.08","2,467.08","2,467.08",0.00%
14-Nov-18,"2,467.15","2,467.15","2,467.15","2,467.15",0.06%
13-Nov-18,"2,465.57","2,465.57","2,465.57","2,465.57",1.47%
12-Nov-18,"2,429.78","2,429.78","2,429.78","2,429.78",-1.79%
09-Nov-18,"2,473.96","2,473.96","2,473.96","2,473.96",-2.26%
08-Nov-18,"2,531.23","2,531.23","2,531.23","2,531.23",-0.86%
07-Nov-18,"2,553.26","2,553.26","2,553.26","2,553.26",0.79%
06-Nov-18,"2,533.36","2,533.36","2,533.36","2,533.36",-0.38%
05-Nov-18,"2,543.08","2,543.08","2,543.08","2,543.08",-0.64%
02-Nov-18,"2,559.51","2,559.51","2,559.51","2,559.51",1.51%
01-Nov-18,"2,521.53","2,521.53","2,521.53","2,521.53",2.26%
31-Oct-18,"2,465.83","2,465.83","2,465.83","2,465.83",1.93%
30-Oct-18,"2,419.14","2,419.14","2,419.14","2,419.14",0.52%
29-Oct-18,"2,406.52","2,406.52","2,406.52","2,406.52",0.05%
26-Oct-18,"2,405.34","2,405.34","2,405.34","2,405.34",-0.49%
25-Oct-18,"2,417.30","2,417.30","2,417.30","2,417.30",1.72%
24-Oct-18,"2,376.34","2,376.34","2,376.34","2,376.34",-1.20%
23-Oct-18,"2,405.29","2,405.29","2,405.29","2,405.29",-1.08%
22-Oct-18,"2,431.55","2,431.55","2,431.55","2,431.55",0.19%
19-Oct-18,"2,426.88","2,426.88","2,426.88","2,426.88",-1.04%
18-Oct-18,"2,452.48","2,452.48","2,452.48","2,452.48",-1.52%
17-Oct-18,"2,490.23","2,490.23","2,490.23","2,490.23",-0.83%
16-Oct-18,"2,511.15","2,511.15","2,511.15","2,511.15",1.97%
15-Oct-18,"2,462.66","2,462.66","2,462.66","2,462.66",-0.59%
12-Oct-18,"2,477.36","2,477.36","2,477.36","2,477.36",0.95%
11-Oct-18,"2,453.97","2,453.97","2,453.97","2,453.97",-1.72%
10-Oct-18,"2,497.05","2,497.05","2,497.05","2,497.05",-4.20%
09-Oct-18,"2,606.59","2,606.59","2,606.59","2,606.59",0.16%
08-Oct-18,"2,602.54","2,602.54","2,602.54","2,602.54",-1.25%
05-Oct-18,"2,635.57","2,635.57","2,635.57","2,635.57",-1.11%
04-Oct-18,"2,665.26","2,665.26","2,665.26","2,665.26",-2.71%
03-Oct-18,"2,739.42","2,739.42","2,739.42","2,739.42",0.11%
02-Oct-18,"2,736.40","2,736.40","2,736.40","2,736.40",-1.40%
01-Oct-18,"2,775.16","2,775.16","2,775.16","2,775.16",0.80%
28-Sep-18,"2,753.20","2,753.20","2,753.20","2,753.20",-1.06%
27-Sep-18,"2,782.67","2,782.67","2,782.67","2,782.67",-0.15%
26-Sep-18,"2,786.84","2,786.84","2,786.84","2,786.84",0.37%
25-Sep-18,"2,776.61","2,776.61","2,776.61","2,776.61",-0.25%
24-Sep-18,"2,783.69","2,783.69","2,783.69","2,783.69",-0.82%
21-Sep-18,"2,806.62","2,806.62","2,806.62","2,806.62",0.81%
20-Sep-18,"2,783.97","2,783.97","2,783.97","2,783.97",1.17%
19-Sep-18,"2,751.88","2,751.88","2,751.88","2,751.88",0.12%
18-Sep-18,"2,748.56","2,748.56","2,748.56","2,748.56",0.53%
17-Sep-18,"2,734.09","2,734.09","2,734.09","2,734.09",-0.46%
14-Sep-18,"2,746.82","2,746.82","2,746.82","2,746.82",0.84%
13-Sep-18,"2,723.86","2,723.86","2,723.86","2,723.86",0.44%
12-Sep-18,"2,711.85","2,711.85","2,711.85","2,711.85",1.09%
11-Sep-18,"2,682.62","2,682.62","2,682.62","2,682.62",-0.64%
10-Sep-18,"2,699.95","2,699.95","2,699.95","2,699.95",0.53%
07-Sep-18,"2,685.78","2,685.78","2,685.78","2,685.78",-0.19%
06-Sep-18,"2,690.79","2,690.79","2,690.79","2,690.79",-0.54%
05-Sep-18,"2,705.51","2,705.51","2,705.51","2,705.51",-1.36%
04-Sep-18,"2,742.85","2,742.85","2,742.85","2,742.85",-1.40%
03-Sep-18,"2,781.91","2,781.91","2,781.91","2,781.91",-0.44%
31-Aug-18,"2,794.11","2,794.11","2,794.11","2,794.11",-0.75%
30-Aug-18,"2,815.30","2,815.30","2,815.30","2,815.30",-0.61%
29-Aug-18,"2,832.59","2,832.59","2,832.59","2,832.59",0.10%
28-Aug-18,"2,829.72","2,829.72","2,829.72","2,829.72",0.58%
27-Aug-18,"2,813.28","2,813.28","2,813.28","2,813.28",1.17%
24-Aug-18,"2,780.64","2,780.64","2,780.64","2,780.64",0.60%
23-Aug-18,"2,764.17","2,764.17","2,764.17","2,764.17",-0.27%
22-Aug-18,"2,771.70","2,771.70","2,771.70","2,771.70",0.16%
21-Aug-18,"2,767.22","2,767.22","2,767.22","2,767.22",0.84%
20-Aug-18,"2,744.09","2,744.09","2,744.09","2,744.09",1.22%
17-Aug-18,"2,711.06","2,711.06","2,711.06","2,711.06",-0.14%
16-Aug-18,"2,714.84","2,714.84","2,714.84","2,714.84",0.69%
15-Aug-18,"2,696.29","2,696.29","2,696.29","2,696.29",-2.20%
14-Aug-18,"2,756.85","2,756.85","2,756.85","2,756.85",0.18%
13-Aug-18,"2,751.94","2,751.94","2,751.94","2,751.94",-0.51%
10-Aug-18,"2,766.17","2,766.17","2,766.17","2,766.17",-1.71%
09-Aug-18,"2,814.32","2,814.32","2,814.32","2,814.32",0.51%
08-Aug-18,"2,800.11","2,800.11","2,800.11","2,800.11",-0.13%
07-Aug-18,"2,803.62","2,803.62","2,803.62","2,803.62",1.32%
06-Aug-18,"2,766.97","2,766.97","2,766.97","2,766.97",-0.14%
03-Aug-18,"2,770.84","2,770.84","2,770.84","2,770.84",0.23%
02-Aug-18,"2,764.46","2,764.46","2,764.46","2,764.46",-0.03%
01-Aug-18,"2,765.31","2,765.31","2,765.31","2,765.31",-0.71%
31-Jul-18,"2,784.98","2,784.98","2,784.98","2,784.98",0.21%
30-Jul-18,"2,779.04","2,779.04","2,779.04","2,779.04",-0.55%
27-Jul-18,"2,794.52","2,794.52","2,794.52","2,794.52",-1.09%
25-Jul-18,"2,825.41","2,825.41","2,825.41","2,825.41",0.79%
24-Jul-18,"2,803.32","2,803.32","2,803.32","2,803.32",0.35%
23-Jul-18,"2,793.63","2,793.63","2,793.63","2,793.63",-0.30%
19-Jul-18,"2,802.14","2,802.14","2,802.14","2,802.14",-0.41%
18-Jul-18,"2,813.75","2,813.75","2,813.75","2,813.75",0.22%
17-Jul-18,"2,807.48","2,807.48","2,807.48","2,807.48",0.56%
16-Jul-18,"2,791.97","2,791.97","2,791.97","2,791.97",0.01%
13-Jul-18,"2,791.73","2,791.73","2,791.73","2,791.73",0.67%
12-Jul-18,"2,773.04","2,773.04","2,773.04","2,773.04",0.41%
11-Jul-18,"2,761.61","2,761.61","2,761.61","2,761.61",-1.32%
10-Jul-18,"2,798.55","2,798.55","2,798.55","2,798.55",0.60%
09-Jul-18,"2,781.76","2,781.76","2,781.76","2,781.76",0.98%
06-Jul-18,"2,754.88","2,754.88","2,754.88","2,754.88",0.64%
05-Jul-18,"2,737.24","2,737.24","2,737.24","2,737.24",0.46%
04-Jul-18,"2,724.72","2,724.72","2,724.72","2,724.72",-0.11%
03-Jul-18,"2,727.72","2,727.72","2,727.72","2,727.72",-0.50%
02-Jul-18,"2,741.38","2,741.38","2,741.38","2,741.38",-1.48%
29-Jun-18,"2,782.62","2,782.62","2,782.62","2,782.62",1.77%
28-Jun-18,"2,734.24","2,734.24","2,734.24","2,734.24",-0.47%
27-Jun-18,"2,747.15","2,747.15","2,747.15","2,747.15",-0.63%
26-Jun-18,"2,764.46","2,764.46","2,764.46","2,764.46",0.28%
25-Jun-18,"2,756.67","2,756.67","2,756.67","2,756.67",-2.43%
22-Jun-18,"2,825.38","2,825.38","2,825.38","2,825.38",0.14%
21-Jun-18,"2,821.42","2,821.42","2,821.42","2,821.42",-1.02%
20-Jun-18,"2,850.46","2,850.46","2,850.46","2,850.46",0.00%
19-Jun-18,"2,850.42","2,850.42","2,850.42","2,850.42",-2.08%
18-Jun-18,"2,910.99","2,910.99","2,910.99","2,910.99",-0.40%
15-Jun-18,"2,922.56","2,922.56","2,922.56","2,922.56",-0.05%
14-Jun-18,"2,924.09","2,924.09","2,924.09","2,924.09",0.40%
13-Jun-18,"2,912.52","2,912.52","2,912.52","2,912.52",-0.06%
12-Jun-18,"2,914.36","2,914.36","2,914.36","2,914.36",0.19%
11-Jun-18,"2,908.78","2,908.78","2,908.78","2,908.78",0.56%
08-Jun-18,"2,892.58","2,892.58","2,892.58","2,892.58",0.32%
07-Jun-18,"2,883.34","2,883.34","2,883.34","2,883.34",-0.71%
06-Jun-18,"2,903.88","2,903.88","2,903.88","2,903.88",0.97%
05-Jun-18,"2,875.92","2,875.92","2,875.92","2,875.92",-0.06%
04-Jun-18,"2,877.52","2,877.52","2,877.52","2,877.52",0.87%
01-Jun-18,"2,852.71","2,852.71","2,852.71","2,852.71",0.26%
31-May-18,"2,845.35","2,845.35","2,845.35","2,845.35",0.03%
30-May-18,"2,844.36","2,844.36","2,844.36","2,844.36",0.28%
29-May-18,"2,836.50","2,836.50","2,836.50","2,836.50",-1.14%
28-May-18,"2,869.18","2,869.18","2,869.18","2,869.18",-0.18%
25-May-18,"2,874.35","2,874.35","2,874.35","2,874.35",0.06%
24-May-18,"2,872.77","2,872.77","2,872.77","2,872.77",0.45%
23-May-18,"2,859.79","2,859.79","2,859.79","2,859.79",-0.35%
22-May-18,"2,869.94","2,869.94","2,869.94","2,869.94",-0.10%
21-May-18,"2,872.79","2,872.79","2,872.79","2,872.79",0.61%
